produce_type,temperature,humidity,voc,storage_age,initial_shelf_life,remaining_shelf_life
Apple,2.5,92.9,0.467,56.1,180,91.3
Carrot,0.1,100.0,0.162,22.0,30,2.4
Grapes,1.2,88.6,0.425,34.5,45,0.0
Tomato,31.9,83.0,6.377,16.3,21,0.0
Orange,5.4,93.8,0.573,61.6,70,0.0
Strawberry,32.3,54.5,15.0,4.2,5,0.0
Spinach,-2.0,97.8,0.1,7.3,12,2.5
Grapes,32.0,63.3,12.466,39.7,45,0.0
Strawberry,2.8,94.2,0.123,0.4,5,4.5
Onion,22.3,66.4,0.065,28.2,180,146.3
Grapes,11.3,75.3,1.2,38.7,45,0.0
Tomato,33.1,69.5,9.388,17.6,21,0.0
Spinach,15.3,96.7,0.687,8.4,12,0.0
Banana,13.1,91.2,0.413,4.7,20,12.8
Tomato,30.5,69.0,1.601,4.6,21,0.0
Strawberry,36.3,64.9,15.0,3.1,5,0.0
Carrot,-1.1,100.0,0.229,27.2,30,0.0
Tomato,13.5,86.9,0.237,4.9,21,13.8
Spinach,35.1,52.8,4.021,10.3,12,0.0
Mango,10.8,95.0,1.125,7.9,21,1.3
Cucumber,24.4,82.4,1.048,7.9,14,0.0
Carrot,3.4,97.2,0.172,12.6,30,13.4
Grapes,-2.0,90.8,0.192,26.0,45,10.4
Tomato,36.7,50.3,10.826,17.7,21,0.0
Strawberry,-2.0,91.4,0.771,3.1,5,0.0
Carrot,29.2,77.1,2.009,11.0,30,0.0
Carrot,2.1,100.0,0.077,7.4,30,21.4
Carrot,4.1,99.5,0.274,21.0,30,0.0
Strawberry,8.7,82.5,2.536,4.4,5,0.0
Strawberry,36.5,74.5,15.0,3.1,5,0.0
Bell Pepper,7.5,89.4,0.274,9.1,18,4.2
Onion_Green,0.0,99.9,0.176,11.5,25,10.6
Tomato,16.2,94.9,1.237,17.7,21,0.0
Cucumber,37.4,82.0,5.394,12.5,14,0.0
Onion_Green,29.6,73.0,3.203,11.3,25,0.0
Tomato,16.4,83.6,0.744,8.0,21,5.1
Broccoli,-0.0,98.3,0.354,12.0,18,0.8
Cucumber,13.3,100.0,0.078,1.4,14,12.1
Grapes,35.7,70.4,11.019,24.4,45,0.0
Tomato,34.9,63.4,2.825,4.8,21,0.0
Onion,28.4,55.4,0.555,109.0,180,0.0
Onion,34.5,57.7,1.191,125.0,180,0.0
Cucumber,12.1,94.6,0.351,9.0,14,1.2
Carrot,1.6,94.3,0.144,16.7,30,9.1
Cucumber,34.8,52.0,3.111,10.0,14,0.0
Broccoli,5.7,88.1,0.598,12.4,18,0.0
Bell Pepper,31.2,77.9,5.063,17.0,18,0.0
Spinach,1.3,99.2,0.022,1.4,12,10.5
Spinach,-0.4,100.0,0.091,7.7,12,2.9
Banana,14.5,94.4,0.272,1.5,20,18.0
Onion_Green,3.2,84.8,0.01,0.2,25,24.5
Broccoli,-1.0,96.2,0.246,12.0,18,2.1
Onion,19.2,78.5,0.058,27.0,180,91.4
Carrot,-0.4,98.5,0.032,4.3,30,25.3
Grapes,5.0,87.2,0.522,25.3,45,0.0
Mango,13.6,91.3,2.235,12.6,21,0.0
Onion_Green,0.1,95.3,0.073,4.9,25,19.5
Broccoli,16.1,90.9,0.735,6.5,18,0.0
Carrot,11.3,92.4,0.31,16.7,30,0.0
Bell Pepper,33.0,50.2,3.545,10.2,18,0.0
Broccoli,30.5,75.1,3.686,7.0,18,0.0
Strawberry,0.8,94.0,1.313,4.2,5,0.0
Spinach,-0.1,98.4,0.072,5.2,12,6.3
Onion,18.2,69.0,0.087,44.5,180,127.4
Tomato,32.6,75.5,3.508,7.8,21,0.0
Cucumber,9.5,98.3,0.195,7.5,14,3.7
Apple,33.1,82.2,3.19,15.7,180,0.0
Grapes,30.2,63.0,3.554,18.4,45,0.0
Orange,9.9,75.0,0.165,10.6,70,41.2
Apple,0.1,88.9,0.081,14.2,180,162.7
Orange,1.6,89.8,0.213,33.9,70,18.5
Orange,14.2,75.3,1.257,57.8,70,0.0
Bell Pepper,18.8,78.0,1.128,13.8,18,0.0
Broccoli,30.9,66.6,5.523,12.8,18,0.0
Onion_Green,-1.1,100.0,0.148,9.1,25,13.6
Cucumber,11.5,100.0,0.149,5.1,14,7.1
Cucumber,21.2,83.8,0.744,7.0,14,0.0
Potato,8.0,96.5,0.027,34.9,200,160.0
Grapes,2.3,100.0,0.357,32.8,45,0.0
Onion_Green,37.4,60.1,11.135,16.2,25,0.0
Cucumber,33.5,62.0,2.498,8.1,14,0.0
Cucumber,19.4,90.2,0.062,0.7,14,12.2
Orange,11.4,82.8,0.591,28.1,70,0.0
Tomato,23.8,75.0,1.79,10.4,21,0.0
Broccoli,-0.3,96.0,0.045,2.2,18,15.6
Potato,9.1,92.3,0.09,63.6,200,129.1
Strawberry,8.9,74.1,1.684,2.8,5,0.0
Potato,7.8,95.5,0.082,47.2,200,144.7
Tomato,17.5,88.4,0.978,13.2,21,0.0
Onion,33.5,71.1,1.345,160.3,180,0.0
Carrot,1.0,100.0,0.084,9.2,30,19.5
Onion_Green,-1.0,100.0,0.217,13.5,25,7.1
Carrot,13.8,87.0,0.077,2.1,30,19.2
Onion_Green,-1.4,100.0,0.018,1.1,25,23.8
Onion,32.7,68.2,1.402,170.1,180,0.0
Bell Pepper,28.6,76.6,0.591,2.3,18,0.0
Cucumber,14.3,94.5,0.593,12.8,14,0.0
Mango,19.7,83.0,1.935,9.8,21,0.0
Banana,12.7,91.2,2.788,19.0,20,0.0
Potato,10.0,93.7,0.023,12.9,200,186.1
Onion_Green,-1.4,100.0,0.288,22.4,25,0.0
Spinach,34.9,78.7,1.466,3.1,12,0.0
Broccoli,1.3,98.7,0.408,17.0,18,0.0
Potato,8.3,93.4,0.105,63.8,200,127.8
Potato,11.8,100.0,0.142,60.8,200,92.4
Apple,2.3,97.2,0.453,61.3,180,75.8
Cucumber,10.4,89.9,0.029,1.0,14,12.8
Carrot,-0.7,93.6,0.193,20.9,30,1.0
Carrot,-0.0,98.4,0.247,24.6,30,0.0
Spinach,0.6,99.6,0.103,4.8,12,6.5
Bell Pepper,18.3,86.9,1.29,14.7,18,0.0
Potato,18.0,91.4,0.524,142.8,200,0.0
Cucumber,11.5,92.4,0.256,5.5,14,6.5
Grapes,0.5,89.3,0.118,10.0,45,32.9
Spinach,4.3,100.0,0.124,5.9,12,3.7
Orange,5.5,87.7,0.453,56.9,70,0.0
Banana,13.1,95.6,1.23,15.4,20,0.0
Broccoli,-1.4,98.0,0.065,3.5,18,14.1
Apple,-0.8,95.0,0.012,2.5,180,177.1
Onion,31.1,54.6,0.056,7.5,180,145.1
Apple,4.6,93.7,1.015,81.2,180,0.0
Broccoli,-1.1,98.5,0.25,11.9,18,2.2
Banana,11.7,90.0,0.911,9.8,20,0.0
Strawberry,1.2,93.6,0.042,0.1,5,4.9
Grapes,32.7,84.8,7.729,31.3,45,0.0
Grapes,1.4,91.5,0.094,8.1,45,35.7
Cucumber,11.4,97.0,0.143,3.3,14,10.1
Tomato,16.4,96.6,0.718,8.4,21,0.7
Orange,29.1,69.7,5.341,54.2,70,0.0
Tomato,16.8,98.0,1.38,16.1,21,0.0
Carrot,2.7,94.2,0.246,25.6,30,0.0
Carrot,34.2,80.7,0.742,3.1,30,0.0
Banana,12.3,92.8,1.091,9.9,20,0.0
Orange,15.4,71.9,1.644,66.1,70,0.0
Onion,22.9,62.4,0.053,17.6,180,155.2
Cucumber,8.5,94.2,0.207,6.6,14,4.6
Spinach,1.2,100.0,0.14,8.3,12,1.9
Banana,31.7,73.6,10.688,12.1,20,0.0
Spinach,-1.1,99.8,0.027,2.6,12,9.0
Potato,30.6,50.1,1.258,80.5,200,0.0
Carrot,3.3,92.5,0.279,22.3,30,0.0
Banana,12.1,94.2,0.976,8.1,20,1.7
Spinach,1.6,97.6,0.175,9.8,12,0.1
Apple,34.0,73.2,8.619,51.7,180,0.0
Mango,31.1,68.7,14.562,19.9,21,0.0
Onion,35.0,77.3,0.499,52.4,180,0.0
Strawberry,8.7,83.7,2.051,2.7,5,0.0
Bell Pepper,32.1,56.1,3.464,7.9,18,0.0
Bell Pepper,10.5,94.5,0.066,1.6,18,16.2
Onion,18.8,70.5,0.305,155.5,180,0.0
Orange,4.8,95.1,0.02,2.3,70,66.8
Grapes,-1.5,100.0,0.446,42.4,45,0.0
Orange,17.9,96.0,0.478,15.0,70,0.0
Banana,16.2,89.6,2.53,18.0,20,0.0
Mango,13.8,97.2,2.774,19.2,21,0.0
Broccoli,1.2,92.8,0.122,4.3,18,12.3
Bell Pepper,32.5,68.3,4.569,11.9,18,0.0
Mango,36.3,69.5,2.629,2.0,21,0.0
Carrot,14.3,89.1,0.065,1.8,30,21.0
Potato,7.2,87.8,0.091,58.8,200,124.3
Bell Pepper,9.1,92.5,0.035,1.3,18,16.6
Tomato,15.8,87.0,0.694,8.2,21,5.9
Mango,10.7,100.0,1.773,16.4,21,0.0
Strawberry,-2.0,100.0,0.08,0.3,5,4.5
Cucumber,37.2,54.4,0.712,1.6,14,0.0
Banana,24.8,77.5,4.773,16.2,20,0.0
Broccoli,13.9,93.0,1.004,9.5,18,0.0
Grapes,0.3,89.0,0.358,40.8,45,0.0
Bell Pepper,11.8,98.7,0.628,11.9,18,0.0
Mango,13.3,96.0,0.993,6.6,21,6.1
Grapes,9.9,85.5,0.328,10.3,45,7.1
Orange,35.2,73.4,1.004,7.3,70,0.0
Grapes,0.8,92.9,0.288,25.3,45,10.6
Grapes,-1.5,100.0,0.273,29.6,45,0.0
Bell Pepper,9.0,94.5,0.2,5.7,18,10.7
Orange,13.7,74.4,1.369,61.9,70,0.0
Strawberry,-1.4,100.0,0.864,3.1,5,0.0
Carrot,2.9,99.8,0.194,19.3,30,4.1
Banana,11.4,100.0,0.065,0.7,20,18.9
Apple,2.1,93.8,0.298,66.6,180,88.4
Carrot,32.0,60.7,0.918,4.4,30,0.0
Bell Pepper,11.1,88.4,0.261,6.3,18,8.9
Banana,13.9,99.0,1.07,11.3,20,0.0
Grapes,-2.0,93.6,0.128,11.7,45,30.5
Onion_Green,12.1,94.8,0.242,4.7,25,5.0
Bell Pepper,13.2,99.1,0.265,4.5,18,9.9
Potato,8.0,92.9,0.05,36.5,200,161.1
Cucumber,24.4,86.8,0.859,7.9,14,0.0
Orange,4.3,90.5,0.02,2.2,70,67.5
Onion,31.8,50.2,0.303,57.6,180,0.0
Onion,31.7,61.8,0.695,83.9,180,0.0
Apple,3.7,93.4,0.294,36.6,180,126.7
Potato,8.3,97.1,0.202,154.9,200,0.0
Orange,4.2,82.7,0.166,24.3,70,36.8
Spinach,0.5,93.7,0.137,9.1,12,0.5
Mango,28.1,73.8,12.248,17.6,21,0.0
Cucumber,11.2,97.2,0.217,5.9,14,6.4
Strawberry,-1.4,91.6,1.084,4.1,5,0.0
Cucumber,34.0,73.1,2.997,7.1,14,0.0
Orange,5.3,90.3,0.342,54.8,70,0.0
Onion,30.4,52.6,0.195,31.4,180,26.6
Spinach,29.2,55.6,0.97,3.7,12,0.0
Broccoli,-0.3,100.0,0.215,10.7,18,4.1
Broccoli,-1.1,97.9,0.339,15.4,18,0.0
Strawberry,-0.3,86.3,1.357,3.7,5,0.0
Banana,13.3,88.0,1.478,13.6,20,0.0
Banana,18.5,80.2,1.001,6.5,20,0.0
Carrot,1.0,100.0,0.279,28.2,30,0.0
Strawberry,-2.0,96.3,0.468,2.4,5,0.7
Spinach,3.2,96.4,0.037,1.8,12,10.0
Tomato,17.6,83.0,1.099,12.4,21,0.0
Mango,37.7,76.9,15.0,10.4,21,0.0
Broccoli,0.4,100.0,0.199,8.6,18,6.9
Potato,9.5,92.2,0.177,128.3,200,41.9
Onion,22.3,70.0,0.386,129.0,180,0.0
Bell Pepper,18.6,86.4,0.76,8.3,18,0.0
Carrot,10.4,89.6,0.169,7.4,30,5.1
Strawberry,0.7,94.8,1.006,3.3,5,0.0
Apple,11.8,86.8,2.595,159.3,180,0.0
Cucumber,11.5,100.0,0.231,5.5,14,6.1
Spinach,11.3,87.3,0.502,9.9,12,0.0
Carrot,4.1,74.6,0.418,27.1,30,0.0
Tomato,25.8,74.0,2.872,12.0,21,0.0
Apple,9.8,77.0,2.268,126.0,180,0.0
Tomato,17.8,96.8,0.927,9.6,21,0.0
Onion,31.2,73.1,0.523,93.3,180,0.0
Onion,32.6,62.5,0.709,92.2,180,0.0
Grapes,-1.4,91.1,0.297,33.4,45,0.0
Onion,30.8,52.5,0.936,122.2,180,0.0
Banana,32.2,79.9,10.693,14.9,20,0.0
Potato,8.5,97.2,0.094,76.9,200,102.9
Banana,23.8,72.4,4.063,10.6,20,0.0
Apple,36.1,77.8,15.0,118.9,180,0.0
Bell Pepper,28.7,55.8,2.199,10.0,18,0.0
Strawberry,13.3,73.2,0.125,0.1,5,4.2
Bell Pepper,9.2,98.3,0.152,4.1,18,12.2
Carrot,7.8,81.0,0.09,4.7,30,11.9
Tomato,16.1,86.2,0.659,8.9,21,4.8
Apple,2.7,97.2,0.133,16.4,180,158.2
Potato,9.7,95.0,0.126,78.9,200,103.5
Spinach,0.1,98.8,0.132,6.5,12,4.3
Onion,22.3,72.5,0.111,41.8,180,121.3
Tomato,33.9,57.6,5.516,11.5,21,0.0
Spinach,6.0,94.3,0.244,9.2,12,0.0
Bell Pepper,9.7,100.0,0.278,7.6,18,5.0
Strawberry,30.2,56.9,15.0,4.1,5,0.0
Mango,11.2,100.0,0.103,1.0,21,19.5
Orange,6.5,90.5,0.302,35.6,70,17.7
Apple,36.9,63.2,10.626,50.3,180,0.0
Banana,16.0,100.0,0.904,6.6,20,3.3
Potato,13.2,77.0,0.037,14.6,200,154.9
Tomato,13.4,89.6,1.156,18.6,21,0.0
Onion,30.8,56.5,0.665,88.8,180,0.0
Bell Pepper,12.4,89.9,0.039,0.8,18,17.1
Tomato,28.8,78.7,4.018,15.3,21,0.0
Strawberry,10.1,78.3,1.521,2.1,5,0.0
Grapes,0.1,91.4,0.104,9.1,45,34.7
Potato,7.4,97.5,0.019,23.3,200,171.8
Bell Pepper,7.7,93.9,0.464,16.4,18,0.0
Potato,34.0,82.5,2.341,131.2,200,0.0
Mango,37.6,82.2,15.0,9.5,21,0.0
Onion_Green,-2.0,100.0,0.08,4.4,25,19.6
Potato,9.0,91.8,0.021,16.3,200,183.2
Tomato,32.0,70.2,2.31,5.5,21,0.0
Spinach,12.4,91.7,0.02,0.4,12,10.3
Cucumber,22.8,86.3,0.659,5.2,14,0.0
Carrot,11.3,91.6,0.724,25.4,30,0.0
Bell Pepper,7.8,92.0,0.133,5.5,18,11.1
Carrot,0.7,100.0,0.158,19.7,30,5.7
Spinach,8.9,81.8,0.362,10.1,12,0.0
Broccoli,34.4,59.9,6.003,10.4,18,0.0
Grapes,33.4,77.0,1.942,6.6,45,0.0
Cucumber,13.6,92.9,0.01,0.3,14,13.7
Apple,10.4,81.7,1.058,76.5,180,0.0
Grapes,32.9,73.0,0.204,0.8,45,25.8
Grapes,37.0,79.0,4.893,9.9,45,0.0
Tomato,18.9,82.9,0.969,7.8,21,2.3
Onion,29.0,54.3,0.591,122.7,180,0.0
Grapes,8.6,90.1,1.184,41.7,45,0.0
Onion_Green,13.8,89.7,0.643,10.8,25,0.0
Tomato,33.7,70.5,1.895,4.3,21,0.0
Banana,13.4,88.5,1.319,9.8,20,0.0
Broccoli,-2.0,97.8,0.214,10.2,18,4.4
Onion_Green,31.8,60.8,7.57,13.3,25,0.0
Cucumber,28.8,69.9,1.736,6.9,14,0.0
Orange,36.4,51.7,1.525,8.4,70,0.0
Carrot,29.7,59.3,0.748,4.2,30,0.0
Apple,0.8,94.1,0.628,90.9,180,18.0
Bell Pepper,35.5,50.3,4.56,11.2,18,0.0
Carrot,30.9,69.2,2.267,11.2,30,0.0
Onion_Green,7.9,90.0,0.594,21.0,25,0.0
Mango,32.0,61.1,7.289,8.4,21,0.0
Cucumber,11.2,92.6,0.435,13.1,14,0.0
Cucumber,13.3,100.0,0.305,9.0,14,0.0
Potato,6.1,91.8,0.075,60.7,200,126.6
Tomato,15.8,87.8,1.492,16.7,21,0.0
Spinach,7.6,87.5,0.417,11.3,12,0.0
Carrot,0.8,95.8,0.035,3.5,30,26.2
Spinach,1.3,98.6,0.154,10.4,12,0.0
Broccoli,32.9,69.4,1.31,2.0,18,0.0
Onion,21.2,70.3,0.164,74.5,180,85.1
Bell Pepper,7.0,94.9,0.277,7.7,18,6.1
Bell Pepper,11.5,88.6,0.632,14.7,18,0.0
Onion_Green,-0.9,100.0,0.341,21.7,25,0.0
Carrot,32.8,57.4,4.32,19.0,30,0.0
Apple,29.2,53.4,7.112,55.4,180,0.0
Banana,15.3,92.5,0.597,4.7,20,11.8
Cucumber,37.1,83.7,2.493,4.1,14,0.0
Spinach,1.8,97.6,0.159,7.8,12,2.7
Orange,4.1,94.5,0.514,59.7,70,0.0
Banana,36.8,70.4,8.29,6.8,20,0.0
Spinach,31.5,76.6,1.408,3.7,12,0.0
Orange,6.1,86.9,0.26,28.5,70,31.9
Cucumber,24.6,89.5,0.091,0.9,14,9.7
Onion,33.0,76.8,1.25,147.7,180,0.0
Potato,8.6,100.0,0.049,40.1,200,142.5
Onion,28.1,58.4,0.215,54.1,180,10.3
Tomato,25.9,71.0,3.196,18.9,21,0.0
Grapes,32.1,70.5,1.94,7.1,45,0.0
Cucumber,34.9,84.2,2.221,6.1,14,0.0
Mango,11.9,100.0,1.999,16.1,21,0.0
Cucumber,11.8,100.0,0.049,1.8,14,11.8
Tomato,27.2,79.6,2.65,9.2,21,0.0
Onion_Green,0.1,100.0,0.336,20.5,25,0.0
Orange,8.2,88.4,0.725,62.3,70,0.0
Grapes,37.9,59.8,15.0,39.2,45,0.0
Strawberry,2.4,94.2,0.441,1.3,5,3.0
Broccoli,10.5,91.1,0.939,14.5,18,0.0
Grapes,-1.0,90.6,0.122,14.2,45,28.1
Mango,14.2,88.8,0.37,2.4,21,17.2
Broccoli,-2.0,99.8,0.143,7.9,18,7.8
Tomato,28.3,70.3,2.897,12.0,21,0.0
Spinach,33.1,79.3,1.849,6.4,12,0.0
Onion_Green,0.7,94.2,0.438,21.0,25,0.0
Potato,33.3,54.5,3.234,154.1,200,0.0
Grapes,14.7,72.3,0.233,6.4,45,0.0
Orange,11.0,72.7,0.861,54.1,70,0.0
Apple,0.6,93.7,0.209,30.5,180,141.1
Orange,6.1,89.5,0.233,20.5,70,42.7
Tomato,33.8,53.8,5.724,14.2,21,0.0
Spinach,3.3,100.0,0.202,9.0,12,0.0
Strawberry,-0.6,95.2,0.032,0.1,5,4.9
Onion_Green,0.4,100.0,0.118,6.8,25,16.9
Onion,21.8,67.3,0.408,145.9,180,0.0
Onion,22.2,71.3,0.073,24.8,180,148.3
Broccoli,-0.1,99.6,0.045,1.8,18,16.0
Cucumber,12.0,94.6,0.334,9.2,14,1.1
Onion,17.5,65.8,0.173,76.3,180,76.8
Strawberry,31.5,64.0,15.0,3.7,5,0.0
Carrot,3.4,98.6,0.01,0.4,30,29.5
Mango,12.2,93.9,0.692,6.3,21,9.3
Spinach,0.6,97.7,0.094,6.8,12,4.4
Mango,12.4,89.2,2.192,18.2,21,0.0
Apple,0.2,91.9,0.14,25.3,180,149.5
Bell Pepper,16.2,74.7,0.823,10.8,18,0.0
Spinach,-0.0,94.8,0.01,0.2,12,11.7
Spinach,13.0,86.1,0.089,1.7,12,3.7
Mango,37.1,51.7,3.686,2.5,21,0.0
Bell Pepper,35.0,78.1,6.704,15.1,18,0.0
Grapes,31.5,62.0,10.578,40.4,45,0.0
Spinach,2.3,96.5,0.195,8.8,12,0.8
Orange,6.8,86.1,0.278,19.7,70,42.2
Strawberry,2.2,90.3,0.57,1.4,5,2.5
Potato,34.7,76.1,2.195,128.2,200,0.0
Banana,13.9,99.2,0.74,5.1,20,9.0
Spinach,34.1,52.0,2.576,6.4,12,0.0
Tomato,22.3,77.4,0.364,3.3,21,11.8
Tomato,24.0,73.1,2.572,15.1,21,0.0
Grapes,9.6,83.4,0.961,28.5,45,0.0
Spinach,1.3,100.0,0.118,7.8,12,2.8
Bell Pepper,8.3,92.8,0.345,12.2,18,0.1
Cucumber,11.0,92.6,0.146,4.6,14,8.4
Orange,5.9,90.5,0.464,52.7,70,0.0
Orange,5.9,92.3,0.5,46.5,70,0.0
Onion_Green,30.1,75.3,4.735,13.0,25,0.0
Carrot,-0.1,100.0,0.189,18.3,30,6.4
Bell Pepper,10.3,87.7,0.01,0.1,18,17.8
Bell Pepper,20.5,83.3,1.763,13.9,18,0.0
Apple,1.4,90.3,0.691,143.4,180,0.0
Potato,7.7,93.2,0.134,77.9,200,108.4
Cucumber,11.4,99.0,0.206,5.4,14,6.7
Strawberry,36.8,60.4,15.0,2.5,5,0.0
Strawberry,-1.9,93.3,1.283,4.7,5,0.0
Strawberry,33.2,84.9,10.78,1.6,5,0.0
Orange,15.2,88.2,0.909,40.5,70,0.0
Tomato,15.9,86.4,0.854,10.3,21,0.1
Orange,18.0,71.7,1.089,37.0,70,0.0
Apple,-1.2,86.6,0.742,138.3,180,0.0
Onion,32.6,55.6,0.244,39.6,180,0.0
Mango,14.7,98.0,0.797,4.5,21,11.1
Orange,12.8,74.8,0.092,5.6,70,51.0
Onion_Green,34.0,75.1,5.301,11.3,25,0.0
Mango,15.5,96.8,3.853,19.8,21,0.0
Tomato,16.3,93.2,1.08,12.9,21,0.0
Bell Pepper,9.1,100.0,0.73,16.1,18,0.0
Banana,16.3,78.6,2.575,16.3,20,0.0
Onion_Green,16.1,82.7,1.747,19.9,25,0.0
Banana,11.5,89.5,0.778,12.9,20,0.0
Orange,35.9,75.7,6.52,35.2,70,0.0
Apple,0.8,93.2,0.952,165.2,180,0.0
Orange,3.3,84.5,0.254,32.0,70,24.6
Apple,13.3,91.2,1.55,78.3,180,0.0
Banana,16.0,93.4,0.551,3.4,20,14.1
Apple,13.2,80.8,2.023,80.6,180,0.0
Potato,28.8,61.0,0.661,56.8,200,0.0
Cucumber,11.4,93.4,0.058,1.5,14,12.4
Cucumber,10.5,95.9,0.375,12.0,14,0.0
Cucumber,32.6,53.8,0.101,0.3,14,7.0
Spinach,8.2,81.9,0.072,2.1,12,3.9
Spinach,1.9,99.1,0.105,6.2,12,4.8
Onion,27.9,49.1,0.265,62.0,180,0.0
Broccoli,35.9,75.3,9.121,14.2,18,0.0
Potato,7.7,92.1,0.063,48.6,200,147.1
Carrot,35.6,78.0,1.642,7.9,30,0.0
Bell Pepper,9.2,85.8,0.084,2.3,18,14.7
Carrot,30.2,81.7,2.881,13.6,30,0.0
Banana,12.0,97.3,0.369,4.0,20,13.3
Grapes,-1.0,94.3,0.372,37.1,45,0.0
Cucumber,10.7,100.0,0.017,0.4,14,13.5
Mango,15.5,100.0,0.773,5.0,21,9.0
Grapes,-2.0,91.6,0.229,22.8,45,14.0
Cucumber,30.9,79.8,1.347,6.0,14,0.0
Onion_Green,0.5,100.0,0.42,19.9,25,0.0
Apple,31.5,67.0,6.023,32.2,180,0.0
Bell Pepper,31.3,62.8,0.319,1.5,18,0.0
Orange,16.3,76.0,0.441,19.5,70,0.0
Banana,12.6,99.0,0.053,0.5,20,19.3
Apple,12.1,78.0,0.265,10.7,180,126.8
Banana,15.3,90.5,0.346,2.2,20,16.8
Cucumber,22.4,92.7,1.101,10.2,14,0.0
Grapes,0.4,92.9,0.242,18.9,45,20.6
Onion,21.1,67.0,0.019,8.4,180,171.2
Onion,19.8,75.3,0.091,48.0,180,52.0
Bell Pepper,28.3,68.9,0.595,2.0,18,0.0
Orange,4.4,95.6,0.198,22.4,70,32.2
Carrot,3.1,97.1,0.114,12.7,30,14.3
Orange,6.0,86.8,0.137,17.4,70,49.3
Broccoli,1.4,92.3,0.103,4.3,18,12.2
Apple,3.0,90.3,0.081,9.9,180,168.3
Orange,13.4,78.0,0.147,6.1,70,50.6
Onion_Green,-0.1,97.5,0.031,1.7,25,23.3
Strawberry,1.9,100.0,1.0,2.5,5,0.0
Broccoli,8.1,95.8,0.131,2.6,18,11.5
Banana,16.8,78.3,1.637,11.8,20,0.0
Tomato,16.1,88.7,0.422,5.2,21,13.1
Strawberry,-0.9,91.8,0.202,0.7,5,4.1
Orange,30.7,66.3,7.24,58.4,70,0.0
Broccoli,-1.7,100.0,0.087,3.8,18,13.4
Mango,29.5,66.7,9.281,14.5,21,0.0
Mango,12.1,92.9,1.564,13.8,21,0.0
Banana,16.7,100.0,3.264,16.8,20,0.0
Mango,13.1,88.6,0.981,9.2,21,0.0
Orange,6.4,97.4,0.366,32.8,70,0.2
Mango,14.6,93.2,2.749,17.8,21,0.0
Banana,22.1,85.6,4.815,18.4,20,0.0
Onion,32.8,64.4,0.842,113.9,180,0.0
Bell Pepper,9.8,100.0,0.101,2.9,18,13.7
Broccoli,32.7,52.8,5.15,9.5,18,0.0
Orange,6.1,84.4,0.105,9.8,70,58.1
Strawberry,3.2,92.1,0.868,2.1,5,0.4
Broccoli,12.7,92.4,0.521,7.2,18,0.0
Orange,33.4,71.0,4.471,29.7,70,0.0
Spinach,36.6,60.7,5.018,10.3,12,0.0
Spinach,2.5,99.2,0.058,3.1,12,8.4
Mango,21.0,86.6,5.779,16.7,21,0.0
Tomato,17.3,91.3,0.668,6.8,21,8.0
Mango,14.8,91.5,1.618,8.1,21,0.0
Apple,0.4,88.6,0.178,33.1,180,135.6
Banana,14.6,100.0,0.844,6.5,20,4.5
Onion,19.0,70.3,0.037,19.3,180,158.4
Grapes,36.0,68.7,10.933,28.9,45,0.0
Carrot,1.3,94.9,0.01,0.3,30,29.7
Strawberry,1.8,95.3,1.596,4.4,5,0.0
Orange,33.8,70.5,8.106,51.9,70,0.0
Bell Pepper,15.4,81.1,0.654,12.4,18,0.0
Bell Pepper,12.9,97.1,0.981,15.5,18,0.0
Grapes,36.7,62.5,2.07,6.2,45,0.0
Apple,29.4,75.7,15.0,164.1,180,0.0
Apple,8.1,83.2,0.831,90.9,180,0.0
Cucumber,21.5,86.4,0.927,8.4,14,0.0
Tomato,15.9,87.8,1.474,17.0,21,0.0
Spinach,30.9,79.7,2.698,7.0,12,0.0
Bell Pepper,6.5,99.2,0.177,6.6,18,6.5
Bell Pepper,18.9,84.9,0.041,0.6,18,16.2
Cucumber,13.0,100.0,0.169,4.4,14,7.8
Grapes,3.4,82.9,0.055,3.9,45,37.6
Broccoli,32.9,66.0,2.011,3.7,18,0.0
Orange,17.4,76.7,1.302,40.7,70,0.0
Apple,-1.1,84.7,0.728,159.7,180,0.0
Banana,14.1,91.7,0.812,5.9,20,8.4
Spinach,11.8,87.5,0.06,0.9,12,8.4
Onion_Green,28.8,61.8,5.753,18.1,25,0.0
Mango,14.3,91.3,1.605,9.4,21,0.0
Grapes,34.4,62.3,2.515,7.2,45,0.0
Orange,13.1,73.4,0.742,37.1,70,0.0
Tomato,26.2,83.2,3.199,16.9,21,0.0
Potato,35.1,81.5,1.354,67.7,200,0.0
Onion_Green,33.1,57.9,1.612,3.2,25,0.0
Onion,16.3,68.2,0.196,114.2,180,7.5
Tomato,13.5,95.2,0.876,16.9,21,0.0
Grapes,-2.0,100.0,0.207,26.0,45,0.7
Onion,30.9,83.4,0.985,149.9,180,0.0
Grapes,-2.0,100.0,0.086,7.7,45,33.0
Apple,34.2,64.7,15.0,85.5,180,0.0
Onion_Green,3.9,100.0,0.158,6.8,25,14.7
Grapes,-0.5,88.8,0.311,31.6,45,0.0
Strawberry,-2.0,95.0,0.11,0.4,5,4.5
Apple,12.4,81.5,0.217,8.8,180,140.8
Strawberry,33.3,53.1,15.0,1.8,5,0.0
Orange,2.4,87.2,0.086,13.5,70,53.3
Grapes,9.9,88.5,0.144,3.7,45,32.9
Banana,15.0,93.3,1.175,7.8,20,0.9
